DEB [20231115-15:09:45.100] thr=1   paramiko.transport: starting thread (client mode): 0xb67aed90
DEB [20231115-15:29:44.077] thr=4   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20231115-15:29:44.077] thr=4   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20231115-15:29:44.078] thr=4   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20231115-15:29:44.078] thr=4   paramiko.transport: Compression agreed: none
DEB [20231115-15:29:44.392] thr=4   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20231115-15:29:44.394] thr=4   paramiko.transport: Switch to new keys ...
DEB [20231115-15:29:44.702] thr=4   paramiko.transport: userauth is OK
DEB [20231115-15:29:45.023] thr=4   paramiko.transport: Authentication type (password) not permitted.
DEB [20231115-15:29:45.023] thr=4   paramiko.transport: Allowed methods: ['publickey']
DEB [20231115-15:29:49.167] thr=5   paramiko.transport: starting thread (client mode): 0x3b58f160
DEB [20231115-15:29:49.168] thr=5   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.6.0
DEB [20231115-15:29:49.749] thr=5   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_8.2p1 Ubuntu-4ubuntu0.9
INF [20231115-15:29:49.750] thr=5   paramiko.transport: Connected (version 2.0, client OpenSSH_8.2p1)
DEB [20231115-15:29:50.004] thr=5   paramiko.transport: kex algos:['curve25519-sha256', 'curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group16-sha512', 'diffie-hellman-group18-sha512', 'diffie-hellman-group14-sha256'] server key:['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20231115-15:29:50.005] thr=5   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20231115-15:29:50.005] thr=5   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20231115-15:29:50.006] thr=5   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20231115-15:29:50.007] thr=5   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20231115-15:29:50.007] thr=5   paramiko.transport: Compression agreed: none
